Artikelnummer,FAQ
DP04SFP8-E20,"Was ist das DP04SFP8-E20?||Ein kohärentes 400ZR-OSFP-Modul (Digital Coherent Optics) für 400G-DWDM, voll C-Band durchstimmbar.##Worin unterscheidet es sich vom OSFPR-800G-DR8?||Das DP04SFP8-E20 ist kohärent (400ZR, DWDM); das DR8 ist direkt-moduliert (8×100G parallel SMF, Kurzstrecke).##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-4SFP25G-CU1.5M,"Worauf teilt das QSFP-4SFP25G-CU1.5M auf?||Auf vier 25G-SFP28-Ports — ein 100G-QSFP28-Port wird passiv in 4×25G aufgefächert.##Aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 1,5 m ohne eigene Stromaufnahme.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
QSFP-4SFP25G-CU2.5M,"Worauf teilt das QSFP-4SFP25G-CU2.5M auf?||Auf vier 25G-SFP28-Ports — ein 100G-QSFP28-Port wird passiv in 4×25G aufgefächert.##Aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 2,5 m ohne eigene Stromaufnahme.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
ONS-QC-16GFC-SW,"Was überträgt das ONS-QC-16GFC-SW?||Vier 16-Gigabit-Fibre-Channel-Kanäle (Quad 16G FC) über Multimode bei ~850 nm (Short Wave).##Für welche Plattform ist es?||Für die Cisco NCS 2000; es bündelt vier 16G-FC-Dienste in einem QSFP+-Port.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-100G-ZR4-I,"Wie weit reicht das QSFP-100G-ZR4-I?||Bis 80 km über Singlemode-Glasfaser (100G ZR4) mit Duplex-LC.##Wofür steht das -I?||Für die Industrietemperatur-Ausführung (-40 bis 85 °C).##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-100G-B40D-I,"Wofür steht D im QSFP-100G-B40D-I?||Für die Downstream-Richtung des BiDi-Paars; die Gegenstelle ist das B40U-I (Upstream).##Wie viele Fasern braucht es?||Eine einzige Singlemode-Faser — BiDi nutzt getrennte Wellenlängen je Richtung (Long Reach).##Ist es für Industrieumgebungen geeignet?||Ja, es ist für den erweiterten (industriellen) Temperaturbereich ausgelegt."
QSFP-100G-B40U-I,"Wofür steht U im QSFP-100G-B40U-I?||Für die Upstream-Richtung des BiDi-Paars; die Gegenstelle ist das B40D-I (Downstream).##Wie viele Fasern braucht es?||Eine einzige Singlemode-Faser — BiDi nutzt getrennte Wellenlängen je Richtung (Long Reach).##Ist es für Industrieumgebungen geeignet?||Ja, es ist für den erweiterten (industriellen) Temperaturbereich ausgelegt."
DP01QS28-E20,"Was ist das DP01QS28-E20?||Ein kohärentes 100G-QSFP28-DWDM-Modul (Digital Coherent Optics), Reichweitenvariante E20.##Warum kohärent in QSFP28?||Der integrierte DSP bringt DWDM-Kohärenztechnik in den kompakten QSFP28-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DP01QS28-E25,"Was ist das DP01QS28-E25?||Ein kohärentes 100G-QSFP28-DWDM-Modul (Digital Coherent Optics), Reichweitenvariante E25.##Warum kohärent in QSFP28?||Der integrierte DSP bringt DWDM-Kohärenztechnik in den kompakten QSFP28-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-30.33,"Auf welcher Wellenlänge sendet das DWDM-GBIC-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-31.12,"Auf welcher Wellenlänge sendet das DWDM-GBIC-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-31.90,"Auf welcher Wellenlänge sendet das DWDM-GBIC-31.90?||Auf dem festen ITU-Kanal 1531,90 nm (≈195,70 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-32.68,"Auf welcher Wellenlänge sendet das DWDM-GBIC-32.68?||Auf dem festen ITU-Kanal 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-34.25,"Auf welcher Wellenlänge sendet das DWDM-GBIC-34.25?||Auf dem festen ITU-Kanal 1534,25 nm (≈195,40 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-35.04,"Auf welcher Wellenlänge sendet das DWDM-GBIC-35.04?||Auf dem festen ITU-Kanal 1535,04 nm (≈195,30 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-35.82,"Auf welcher Wellenlänge sendet das DWDM-GBIC-35.82?||Auf dem festen ITU-Kanal 1535,82 nm (≈195,20 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-36.61,"Auf welcher Wellenlänge sendet das DWDM-GBIC-36.61?||Auf dem festen ITU-Kanal 1536,61 nm (≈195,10 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-38.19,"Auf welcher Wellenlänge sendet das DWDM-GBIC-38.19?||Auf dem festen ITU-Kanal 1538,19 nm (≈194,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-38.98,"Auf welcher Wellenlänge sendet das DWDM-GBIC-38.98?||Auf dem festen ITU-Kanal 1538,98 nm (≈194,80 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-39.77,"Auf welcher Wellenlänge sendet das DWDM-GBIC-39.77?||Auf dem festen ITU-Kanal 1539,77 nm (≈194,70 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-40.56,"Auf welcher Wellenlänge sendet das DWDM-GBIC-40.56?||Auf dem festen ITU-Kanal 1540,56 nm (≈194,60 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-42.14,"Auf welcher Wellenlänge sendet das DWDM-GBIC-42.14?||Auf dem festen ITU-Kanal 1542,14 nm (≈194,40 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-42.94,"Auf welcher Wellenlänge sendet das DWDM-GBIC-42.94?||Auf dem festen ITU-Kanal 1542,94 nm (≈194,30 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-43.73,"Auf welcher Wellenlänge sendet das DWDM-GBIC-43.73?||Auf dem festen ITU-Kanal 1543,73 nm (≈194,20 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-44.53,"Auf welcher Wellenlänge sendet das DWDM-GBIC-44.53?||Auf dem festen ITU-Kanal 1544,53 nm (≈194,10 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-46.12,"Auf welcher Wellenlänge sendet das DWDM-GBIC-46.12?||Auf dem festen ITU-Kanal 1546,12 nm (≈193,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-46.92,"Auf welcher Wellenlänge sendet das DWDM-GBIC-46.92?||Auf dem festen ITU-Kanal 1546,92 nm (≈193,80 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-47.72,"Auf welcher Wellenlänge sendet das DWDM-GBIC-47.72?||Auf dem festen ITU-Kanal 1547,72 nm (≈193,70 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-48.51,"Auf welcher Wellenlänge sendet das DWDM-GBIC-48.51?||Auf dem festen ITU-Kanal 1548,51 nm (≈193,60 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-50.12,"Auf welcher Wellenlänge sendet das DWDM-GBIC-50.12?||Auf dem festen ITU-Kanal 1550,12 nm (≈193,40 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-50.92,"Auf welcher Wellenlänge sendet das DWDM-GBIC-50.92?||Auf dem festen ITU-Kanal 1550,92 nm (≈193,30 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-51.72,"Auf welcher Wellenlänge sendet das DWDM-GBIC-51.72?||Auf dem festen ITU-Kanal 1551,72 nm (≈193,20 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-52.52,"Auf welcher Wellenlänge sendet das DWDM-GBIC-52.52?||Auf dem festen ITU-Kanal 1552,52 nm (≈193,10 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-54.13,"Auf welcher Wellenlänge sendet das DWDM-GBIC-54.13?||Auf dem festen ITU-Kanal 1554,13 nm (≈192,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-54.94,"Auf welcher Wellenlänge sendet das DWDM-GBIC-54.94?||Auf dem festen ITU-Kanal 1554,94 nm (≈192,80 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-55.75,"Auf welcher Wellenlänge sendet das DWDM-GBIC-55.75?||Auf dem festen ITU-Kanal 1555,75 nm (≈192,70 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-56.55,"Auf welcher Wellenlänge sendet das DWDM-GBIC-56.55?||Auf dem festen ITU-Kanal 1556,55 nm (≈192,60 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-58.17,"Auf welcher Wellenlänge sendet das DWDM-GBIC-58.17?||Auf dem festen ITU-Kanal 1558,17 nm (≈192,40 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-58.98,"Auf welcher Wellenlänge sendet das DWDM-GBIC-58.98?||Auf dem festen ITU-Kanal 1558,98 nm (≈192,30 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-59.79,"Auf welcher Wellenlänge sendet das DWDM-GBIC-59.79?||Auf dem festen ITU-Kanal 1559,79 nm (≈192,20 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-60.61,"Auf welcher Wellenlänge sendet das DWDM-GBIC-60.61?||Auf dem festen ITU-Kanal 1560,61 nm (≈192,10 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
X2-10GB-SR++,"Worüber arbeitet das X2-10GB-SR++?||Über Multimode bei 850 nm, 300 m (10GBASE-SR).##Was bedeutet ++?||Den erweiterten Betriebstemperaturbereich der Ausführung gegenüber dem Standardmodul.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
X2-10GB-LR++,"Worüber arbeitet das X2-10GB-LR++?||Über Singlemode bei 1310 nm, 10 km (10GBASE-LR).##Was bedeutet ++?||Den erweiterten Betriebstemperaturbereich der Ausführung gegenüber dem Standardmodul.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
X2-10GB-LRM++,"Worüber arbeitet das X2-10GB-LRM++?||Über Multimode bei 1310 nm, 220 m (10GBASE-LRM).##Was bedeutet ++?||Den erweiterten Betriebstemperaturbereich der Ausführung gegenüber dem Standardmodul.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
XFP-10GER-192IR+,"Welche Protokolle und Reichweite bietet das XFP-10GER-192IR+?||10GBASE-ER (Ethernet) und OC-192/STM-64 IR (SONET/SDH) bei 1550 nm über Singlemode, ~40 km.##Wofür steht das Plus?||Für die Ausführung mit erweitertem Betriebstemperaturbereich.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-30.33,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-31.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-31.90,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-31.90?||Auf dem festen ITU-Kanal 1531,90 nm (≈195,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-32.68,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-32.68?||Auf dem festen ITU-Kanal 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-34.25,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-34.25?||Auf dem festen ITU-Kanal 1534,25 nm (≈195,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-35.04,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-35.04?||Auf dem festen ITU-Kanal 1535,04 nm (≈195,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-35.82,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-35.82?||Auf dem festen ITU-Kanal 1535,82 nm (≈195,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-36.61,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-36.61?||Auf dem festen ITU-Kanal 1536,61 nm (≈195,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-38.19,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-38.19?||Auf dem festen ITU-Kanal 1538,19 nm (≈194,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-38.98,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-38.98?||Auf dem festen ITU-Kanal 1538,98 nm (≈194,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-39.77,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-39.77?||Auf dem festen ITU-Kanal 1539,77 nm (≈194,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-40.56,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-40.56?||Auf dem festen ITU-Kanal 1540,56 nm (≈194,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-42.14,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-42.14?||Auf dem festen ITU-Kanal 1542,14 nm (≈194,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-42.94,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-42.94?||Auf dem festen ITU-Kanal 1542,94 nm (≈194,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-43.73,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-43.73?||Auf dem festen ITU-Kanal 1543,73 nm (≈194,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-44.53,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-44.53?||Auf dem festen ITU-Kanal 1544,53 nm (≈194,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-46.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-46.12?||Auf dem festen ITU-Kanal 1546,12 nm (≈193,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-46.92,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-46.92?||Auf dem festen ITU-Kanal 1546,92 nm (≈193,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-47.72,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-47.72?||Auf dem festen ITU-Kanal 1547,72 nm (≈193,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-48.51,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-48.51?||Auf dem festen ITU-Kanal 1548,51 nm (≈193,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-50.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-50.12?||Auf dem festen ITU-Kanal 1550,12 nm (≈193,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-50.92,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-50.92?||Auf dem festen ITU-Kanal 1550,92 nm (≈193,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
